INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10441517	1	4	41	517	4	32	1	-1	-1	荒毒之棉丝鞋	17	-1	棉丝质地的鞋子，舒适大方。	105	84	184	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	17	1	1	1	250	-1	0	0	0	-1	-1
10441518	1	4	41	518	4	32	1	-1	-1	荒毒之棉丝鞋	18	-1	棉丝质地的鞋子，舒适大方。	116	92	185	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	18	1	1	1	250	-1	0	0	0	-1	-1
10441519	1	4	41	519	4	32	1	-1	-1	荒毒之棉丝鞋	19	-1	棉丝质地的鞋子，舒适大方。	127	101	186	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	19	1	1	1	250	-1	0	0	0	-1	-1
10441520	1	4	41	520	4	32	1	-1	-1	荒毒之棉丝鞋	20	-1	棉丝质地的鞋子，舒适大方。	139	111	187	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	20	1	1	1	250	-1	0	0	0	-1	-1
10441521	1	4	41	521	4	33	1	-1	-1	荒毒之蒲布鞋	21	-1	绣有蒲布二字，上等布制。	151	120	176	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	21	1	1	1	250	-1	0	0	0	-1	-1
10441522	1	4	41	522	4	33	1	-1	-1	荒毒之蒲布鞋	22	-1	绣有蒲布二字，上等布制。	164	131	177	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	22	1	1	1	250	-1	0	0	0	-1	-1
10441523	1	4	41	523	4	33	1	-1	-1	荒毒之蒲布鞋	23	-1	绣有蒲布二字，上等布制。	177	141	179	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	23	1	1	1	250	-1	0	0	0	-1	-1
10441524	1	4	41	524	4	33	1	-1	-1	荒毒之蒲布鞋	24	-1	绣有蒲布二字，上等布制。	191	152	180	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	24	1	1	1	250	-1	0	0	0	-1	-1
10441525	1	4	41	525	4	33	1	-1	-1	荒毒之蒲布鞋	25	-1	绣有蒲布二字，上等布制。	206	164	181	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	25	1	1	1	250	-1	0	0	0	-1	-1
10441526	1	4	41	526	4	33	1	-1	-1	荒毒之蒲布鞋	26	-1	绣有蒲布二字，上等布制。	221	176	182	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	26	1	1	1	250	-1	0	0	0	-1	-1
10441527	1	4	41	527	4	33	1	-1	-1	荒毒之蒲布鞋	27	-1	绣有蒲布二字，上等布制。	237	189	184	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	27	1	1	1	250	-1	0	0	0	-1	-1
10441528	1	4	41	528	4	33	1	-1	-1	荒毒之蒲布鞋	28	-1	绣有蒲布二字，上等布制。	254	203	185	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	28	1	1	1	250	-1	0	0	0	-1	-1
10441529	1	4	41	529	4	33	1	-1	-1	荒毒之蒲布鞋	29	-1	绣有蒲布二字，上等布制。	271	216	186	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	29	1	1	1	250	-1	0	0	0	-1	-1
10441530	1	4	41	530	4	33	1	-1	-1	荒毒之蒲布鞋	30	-1	绣有蒲布二字，上等布制。	289	231	187	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	30	1	1	1	250	-1	0	0	0	-1	-1
10441531	1	4	41	531	4	34	1	-1	-1	荒毒之真丝鞋	31	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	307	245	176	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	31	2	2	1	250	-1	0	0	0	-1	-1
10441532	1	4	41	532	4	34	1	-1	-1	荒毒之真丝鞋	32	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	326	260	177	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	32	2	2	1	250	-1	0	0	0	-1	-1
10441533	1	4	41	533	4	34	1	-1	-1	荒毒之真丝鞋	33	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	345	276	179	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	33	2	2	1	250	-1	0	0	0	-1	-1
10441534	1	4	41	534	4	34	1	-1	-1	荒毒之真丝鞋	34	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	365	292	180	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	34	2	2	1	250	-1	0	0	0	-1	-1
10441535	1	4	41	535	4	34	1	-1	-1	荒毒之真丝鞋	35	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	386	308	181	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	35	2	2	1	250	-1	0	0	0	-1	-1
10441536	1	4	41	536	4	34	1	-1	-1	荒毒之真丝鞋	36	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	407	325	182	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	36	2	2	1	250	-1	0	0	0	-1	-1
10441537	1	4	41	537	4	34	1	-1	-1	荒毒之真丝鞋	37	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	429	343	184	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	37	2	2	1	250	-1	0	0	0	-1	-1
10441538	1	4	41	538	4	34	1	-1	-1	荒毒之真丝鞋	38	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	452	361	185	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	38	2	2	1	250	-1	0	0	0	-1	-1
10441539	1	4	41	539	4	34	1	-1	-1	荒毒之真丝鞋	39	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	475	380	186	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	39	2	2	1	250	-1	0	0	0	-1	-1
10441540	1	4	41	540	4	34	1	-1	-1	荒毒之真丝鞋	40	-1	丝绸与绸缎合制的鞋子，丝绸为点缀用。	499	399	187	3	3	-1	-1	Shoes2_14	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	2	2	1	250	-1	0	0	0	-1	-1
10441541	1	4	41	541	4	35	1	-1	-1	荒毒之苏锦鞋	41	-1	用苏州的名产布料制成的鞋子。	523	418	176	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	41	2	2	1	250	-1	0	0	0	-1	-1
10441542	1	4	41	542	4	35	1	-1	-1	荒毒之苏锦鞋	42	-1	用苏州的名产布料制成的鞋子。	548	438	177	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	42	2	2	1	250	-1	0	0	0	-1	-1
10441543	1	4	41	543	4	35	1	-1	-1	荒毒之苏锦鞋	43	-1	用苏州的名产布料制成的鞋子。	573	458	179	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	43	2	2	1	250	-1	0	0	0	-1	-1
10441544	1	4	41	544	4	35	1	-1	-1	荒毒之苏锦鞋	44	-1	用苏州的名产布料制成的鞋子。	599	479	180	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	44	2	2	1	250	-1	0	0	0	-1	-1
10441545	1	4	41	545	4	35	1	-1	-1	荒毒之苏锦鞋	45	-1	用苏州的名产布料制成的鞋子。	626	500	181	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	45	2	2	1	250	-1	0	0	0	-1	-1
10441546	1	4	41	546	4	35	1	-1	-1	荒毒之苏锦鞋	46	-1	用苏州的名产布料制成的鞋子。	653	522	182	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	46	2	2	1	250	-1	0	0	0	-1	-1
10441547	1	4	41	547	4	35	1	-1	-1	荒毒之苏锦鞋	47	-1	用苏州的名产布料制成的鞋子。	681	544	184	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	47	2	2	1	250	-1	0	0	0	-1	-1
10441548	1	4	41	548	4	35	1	-1	-1	荒毒之苏锦鞋	48	-1	用苏州的名产布料制成的鞋子。	710	568	185	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	48	2	2	1	250	-1	0	0	0	-1	-1
10441549	1	4	41	549	4	35	1	-1	-1	荒毒之苏锦鞋	49	-1	用苏州的名产布料制成的鞋子。	739	591	186	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	49	2	2	1	250	-1	0	0	0	-1	-1
10441550	1	4	41	550	4	35	1	-1	-1	荒毒之苏锦鞋	50	-1	用苏州的名产布料制成的鞋子。	769	615	187	3	3	-1	-1	Shoes2_15	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	50	2	2	1	250	-1	0	0	0	-1	-1
10441551	1	4	41	551	4	36	1	-1	-1	荒毒之青峨鞋	51	-1	外面包裹着青色的细密薄纱，防御力很不错。	799	639	176	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	51	2	2	1	250	-1	0	0	0	-1	-1
10441552	1	4	41	552	4	36	1	-1	-1	荒毒之青峨鞋	52	-1	外面包裹着青色的细密薄纱，防御力很不错。	830	664	177	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	52	2	2	1	250	-1	0	0	0	-1	-1
10441553	1	4	41	553	4	36	1	-1	-1	荒毒之青峨鞋	53	-1	外面包裹着青色的细密薄纱，防御力很不错。	861	688	179	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	53	2	2	1	250	-1	0	0	0	-1	-1
10441554	1	4	41	554	4	36	1	-1	-1	荒毒之青峨鞋	54	-1	外面包裹着青色的细密薄纱，防御力很不错。	893	714	180	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	54	2	2	1	250	-1	0	0	0	-1	-1
10441555	1	4	41	555	4	36	1	-1	-1	荒毒之青峨鞋	55	-1	外面包裹着青色的细密薄纱，防御力很不错。	926	740	181	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	55	2	2	1	250	-1	0	0	0	-1	-1
10441556	1	4	41	556	4	36	1	-1	-1	荒毒之青峨鞋	56	-1	外面包裹着青色的细密薄纱，防御力很不错。	959	767	182	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	56	2	2	1	250	-1	0	0	0	-1	-1
10441557	1	4	41	557	4	36	1	-1	-1	荒毒之青峨鞋	57	-1	外面包裹着青色的细密薄纱，防御力很不错。	993	794	184	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	57	2	2	1	250	-1	0	0	0	-1	-1
10441558	1	4	41	558	4	36	1	-1	-1	荒毒之青峨鞋	58	-1	外面包裹着青色的细密薄纱，防御力很不错。	1028	822	185	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	58	2	2	1	250	-1	0	0	0	-1	-1
10441559	1	4	41	559	4	36	1	-1	-1	荒毒之青峨鞋	59	-1	外面包裹着青色的细密薄纱，防御力很不错。	1063	850	186	3	3	-1	-1	Shoes2_16	鞋	-1	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	59	2	2	1	250	-1	0	0	0	-1	-1
